sketch,notes_path,parameter,canonical_parameter,default,tried,change_score,signal,effect,deterministic,baseline_display,uses_shader,evidence_warning
2020/generative/01_04/damino,out/2020/generative/01_04/damino/notes.md,circleCount,circlecount,10,[25],moderate,high,"25 translucent blobs instead of 10; much of the canvas is covered by overlapping circles, lines recede",true,:2,false,
2020/generative/01_04/damino,out/2020/generative/01_04/damino/notes.md,circleMaxDiameter,circlemaxdiameter,"random(360)*random(0.8,1.8)","[""random(160)*random(0.8,1.8)""]",moderate,high,"circles up to ~160 instead of ~360; smaller, more numerous-looking blobs, line layer shows through more",true,:2,false,
2020/generative/01_04/damino,out/2020/generative/01_04/damino/notes.md,lineNoiseDetail,linenoisedetail,0.002,[0.01],moderate,high,"ribbon width modulated at 5x frequency: jagged, spiky, busier strokes with thin pinches",true,:2,false,
2020/generative/01_04/damino,out/2020/generative/01_04/damino/notes.md,holeChance,holechance,0.1,[0.4],subtle,low,circle rims more notched/angular (40% of ring vertices dropped vs 10%); overall change small because blobs are large and translucent,true,:2,false,
2020/generative/01_04/defRect,out/2020/generative/01_04/defRect/notes.md,cc,cc,"random(8,15)","[15,8]",,unscored,TBD,true,:2,true,
2020/generative/01_04/defRect,out/2020/generative/01_04/defRect/notes.md,des,des,ss*0.25,[0.5],,unscored,TBD,true,:2,true,
2020/generative/01_04/defRect,out/2020/generative/01_04/defRect/notes.md,blendMode,blendmode,ADD,"[""BLEND""]",,unscored,TBD,true,:2,true,
2020/generative/01_04/defRect,out/2020/generative/01_04/defRect/notes.md,colors,colors,3-color list,"[""5-color list""]",,unscored,TBD,true,:2,true,
2020/generative/01_04/defRect,out/2020/generative/01_04/defRect/notes.md,iters,iters,cc*cc*0.3,"[""cc*cc""]",,unscored,TBD,true,:2,true,
2020/generative/01_04/depa,out/2020/generative/01_04/depa/notes.md,patches,patches,100,[40],large,high,"fewer scattered height patches: big flat planes, sparser city",true,:2,false,
2020/generative/01_04/depa,out/2020/generative/01_04/depa/notes.md,patchSize,patchsize,12-40,"[""30-60""]",large,high,"larger patches: coarser slabs, wider flat tops, fewer small clusters",true,:2,false,
2020/generative/01_04/depa,out/2020/generative/01_04/depa/notes.md,maxHeight,maxheight,50,[15],large,high,"shorter blocks: shallow slabs, much flatter city, grid texture more visible",true,:2,false,
2020/generative/01_04/depa,out/2020/generative/01_04/depa/notes.md,maxRot,maxrot,0.5,[0.15],large,high,"smaller random tilt: flatter, more edge-on view; orientation also shifts (random values differ)",true,:2,false,
2020/generative/01_04/depa,out/2020/generative/01_04/depa/notes.md,cw,cw,240,[120],large,high,"half the columns: cells 2x wider, taller-looking slabs, grid narrower than canvas so white background shows at edges",true,:2,false,
2020/generative/01_04/diez,out/2020/generative/01_04/diez/notes.md,count,count,10,[20],large,high,"more shapes: original big dark disc still dominant, extra shapes add faint pale halos and tone shifts across most of the canvas",true,:2,false,
2020/generative/01_04/diez,out/2020/generative/01_04/diez/notes.md,ring_alpha,ring alpha,190*random(1),"[""60*random(1)""]",moderate,high,"ring halos become much fainter, thin olive-grey bands; solid discs (mustard, pale sage) read more clearly, flatter look",true,:2,false,
2020/generative/01_04/diez,out/2020/generative/01_04/diez/notes.md,palette,palette,sage/green set (line 103),"[""#7D7FD8 #F7AA06 #EA79B7 #FF0739 #12315E""]",large,high,"full recolour: warm orange/terracotta ground, big pink solid disc, orange halo, muted mauve corner",true,:2,false,
2020/generative/01_04/diez,out/2020/generative/01_04/diez/notes.md,size_factor,size factor,1.8,[3.0],large,high,"shapes roughly double: two or three giant overlapping discs dominate (big mustard solid disc, huge faint teal disc), fewer distinct shapes visible",true,:2,false,
2020/generative/01_04/diez,out/2020/generative/01_04/diez/notes.md,center_pull,center pull,random(0.5),"[""random(1.0)""]",moderate,high,"shapes cluster near the centre: big dark disc now centred, mustard disc concentric beside it, corners emptier",true,:2,false,
2020/generative/01_04/disppp,out/2020/generative/01_04/disppp/notes.md,det,det,random(0.02),[0.005],large,high,"lower noise frequency = larger, softer clumps with wider sparse areas between them",true,:2,false,
2020/generative/01_04/disppp,out/2020/generative/01_04/disppp/notes.md,sizeAmp,sizeamp,45,[20],large,high,"smaller noise amplitude = smaller rejection radius = far denser coverage, white gaps mostly fill in; render slowed to ~31s first frame (near the 30s budget) because more points are accepted",true,:2,false,
2020/generative/01_04/disppp,out/2020/generative/01_04/disppp/notes.md,scale,scale,0.5,[1.0],moderate,high,"doubling the noise-driven radius halves accepted-point density: same clump pattern, but thinner and with larger white regions",true,:2,false,
2020/generative/01_04/disppp,out/2020/generative/01_04/disppp/notes.md,colorProb,colorprob,0.1,[0.5],large,high,5x more colored dots (orange/violet/pink); dense clumps become visibly multicolored instead of nearly solid black,true,:2,false,
2020/generative/01_04/disppp,out/2020/generative/01_04/disppp/notes.md,skipProb,skipprob,0.2,[0.5],moderate,high,half the accepted dots are drawn as smaller 3px points instead of 4px ellipses; clumps look more granular and colored specks roughly halve (color only applies to ellipse-pass dots),true,:2,false,
2020/generative/01_04/el_arlequin_y_la_zebra,out/2020/generative/01_04/el_arlequin_y_la_zebra/notes.md,div,div,32,[16],large,high,coarser 16x16 checker: 2x larger squares; central lens and diamond bands unchanged in size,true,:2,false,
2020/generative/01_04/el_arlequin_y_la_zebra,out/2020/generative/01_04/el_arlequin_y_la_zebra/notes.md,maxDist,maxdist,swidth*0.4,"[""swidth*0.25""]",large,high,"smaller warp radius: lens shrinks to a smaller circle, surrounding checker stays flatter",true,:2,false,
2020/generative/01_04/el_arlequin_y_la_zebra,out/2020/generative/01_04/el_arlequin_y_la_zebra/notes.md,warpExponent,warpexponent,0.65,[1.5],large,high,bulge inverts to a depression: checker pulled inward and compressed into a small central circle,true,:2,false,
2020/generative/01_04/el_arlequin_y_la_zebra,out/2020/generative/01_04/el_arlequin_y_la_zebra/notes.md,rrectCw,rrectcw,8,[16],moderate,high,"twice the diamond columns in each band: thinner, denser isometric lattice, same band footprint",true,:2,false,
2020/generative/01_04/el_arlequin_y_la_zebra,out/2020/generative/01_04/el_arlequin_y_la_zebra/notes.md,colors,colors,"[""#E6D8B6"",""#D52106"",""#287D87"",""#000200""]","[[""#354998"",""#D0302B"",""#F76684"",""#FCFAEF""]]",subtle,low,bands recolored dark-blue/red/pink/near-white; checkerboard untouched,true,:2,false,
2020/generative/01_04/elbol,out/2020/generative/01_04/elbol/notes.md,trees,trees,240,[60],subtle,low,"fewer trees: large dark gaps, individual branch fans stand out",true,:2,false,
2020/generative/01_04/elbol,out/2020/generative/01_04/elbol/notes.md,alpha,alpha,220,[255],none,low,no visible change,true,:2,false,
2020/generative/01_04/elbol,out/2020/generative/01_04/elbol/notes.md,strokeWidth,strokewidth,"w*0.001, h*0.0014","[""w*0.004, h*0.005""]",moderate,high,"strokes ~4x thicker, trees read as bold lines",true,:2,false,
2020/generative/01_04/elbol,out/2020/generative/01_04/elbol/notes.md,subMax,submax,6,[12],subtle,low,"finer cells, more small ticks",true,:2,false,
2020/generative/01_04/elbol,out/2020/generative/01_04/elbol/notes.md,iterations,iterations,30,[12],subtle,low,"coarser cells, longer lines, less fine tick detail",true,:2,false,
2020/generative/01_04/fffrrr,out/2020/generative/01_04/fffrrr/notes.md,des,des,1.0,[0.5],moderate,high,"0.5 = 10x10 grid (100 flowers); much denser, smaller rosettes, carpet-like texture",true,:2,false,
2020/generative/01_04/fffrrr,out/2020/generative/01_04/fffrrr/notes.md,cc,cc,"random(3,8)","[""random(6,12)""]",moderate,high,"more strands per flower; denser, more layered, harder to distinguish individual rosettes",true,:2,false,
2020/generative/01_04/fffrrr,out/2020/generative/01_04/fffrrr/notes.md,sub,sub,0.6*amp,"[""0.3*amp""]",moderate,high,"halved iterations; sparser, more delicate, individual spiral strands visible, more background showing",true,:2,false,
2020/generative/01_04/fffrrr,out/2020/generative/01_04/fffrrr/notes.md,det,det,0.002,[0.008],moderate,high,"higher noise detail on arc angles; slightly rougher, more high-frequency wobble in individual arcs",true,:2,false,
2020/generative/01_04/fffrrr,out/2020/generative/01_04/fffrrr/notes.md,alp,alp,26,[60],moderate,high,"higher alpha; brighter, more saturated, flowers appear more 'filled in' and glowing",true,:2,false,
2020/generative/01_04/fffrrr,out/2020/generative/01_04/fffrrr/notes.md,colors,colors,"#edbc1c,#941313,#2B1F19,#1B44C1","#FFB401,#072457,#EF4C02,#ADC7C8,#FE6567",moderate,high,"warm orange/pink/white palette; much lighter overall, pastel feel, gold and salmon dominant",true,:2,false,
2020/generative/01_04/fieldop,out/2020/generative/01_04/fieldop/notes.md,sub,sub,"random(60,140)*12","[""random(60,140)*30""]",large,high,"strips ~3x thinner; whole field reads as fine hatching, same S-wave and void",true,:2,false,
2020/generative/01_04/fieldop,out/2020/generative/01_04/fieldop/notes.md,kkk,kkk,"random(0.0004,0.012)*0.4","[""random(0.0004,0.012)*1.5""]",large,high,higher twist frequency: multiple focal fans and concentric ripples instead of one S-wave,true,:2,false,
2020/generative/01_04/fieldop,out/2020/generative/01_04/fieldop/notes.md,twistGain,twistgain,12,[4],large,high,"weaker twist: single smooth S-curve, much straighter stripe bands",true,:2,false,
2020/generative/01_04/fieldop,out/2020/generative/01_04/fieldop/notes.md,coarseAmp,coarseamp,120,[240],large,high,"double coarse warp: gentler/wider central wave, top and bottom bands compress into grey moire hatching",true,:2,false,
2020/generative/01_04/fieldop,out/2020/generative/01_04/fieldop/notes.md,step,step,2,[1],none,low,no visible change (2px sampling already below feature size),true,:2,false,
2020/generative/01_04/fil,out/2020/generative/01_04/fil/notes.md,bigBlobCount,bigblobcount,100,[40],large,high,"fewer, more distinct background blobs; less tonal overlap",true,:2,false,
2020/generative/01_04/fil,out/2020/generative/01_04/fil/notes.md,bigBlobScale,bigblobscale,120,[240],large,high,"blobs 2x, merge into a few canvas-spanning faceted regions",true,:2,false,
2020/generative/01_04/fil,out/2020/generative/01_04/fil/notes.md,faceCount,facecount,25,[8],moderate,high,only ~8 face motifs; background unchanged,true,:2,false,
2020/generative/01_04/fil,out/2020/generative/01_04/fil/notes.md,spokeRange,spokerange,"random(12,40)*random(1)","[""random(12,40)""]",moderate,high,every face gets dense full spokes; stronger starbursts,true,:2,false,
2020/generative/01_04/fil,out/2020/generative/01_04/fil/notes.md,vertexKeepProb,vertexkeepprob,0.1,[0.3],moderate,high,blobs clearly smoother/rounder; faceting reduced,true,:2,false,
2020/generative/01_04/fil,out/2020/generative/01_04/fil/notes.md,palette,palette,"ED4715,FFA3EC,B0A8FF,0D110F,FFB951","[""04EDC2,FFED93,F9F9F9,000000,062FAA""]",large,high,"same structure, recoloured to cool teal/cream/blue/black",true,:2,false,
2020/generative/01_04/florchi,out/2020/generative/01_04/florchi/notes.md,detRot,detrot,0.005,[0.02],subtle,low,hatch ground orientations vary more rapidly/finely; flowers unchanged,true,:2,false,
2020/generative/01_04/florchi,out/2020/generative/01_04/florchi/notes.md,detSize,detsize,0.02,[0.04],large,high,"higher-frequency size field: more medium/small flowers, placement shifts",true,:2,false,
2020/generative/01_04/florchi,out/2020/generative/01_04/florchi/notes.md,candidates,candidates,14000,[7000],none,low,no visible change; accepted flower set is area-limited by the gap test,true,:2,false,
2020/generative/01_04/florchi,out/2020/generative/01_04/florchi/notes.md,sliverTurns,sliverturns,3.5,[7],large,high,"double slivers per flower: denser, more solid disks, stronger spiral",true,:2,false,
2020/generative/01_04/florchi,out/2020/generative/01_04/florchi/notes.md,palette,palette,"[#99002B, #CED1E2, #D66953, #28422E]","[""[#072457, #FFB401, #EF4C02, #ADC7C8]""]",moderate,high,all flowers recolored (blue/gold/orange/pale grey); layout unchanged,true,:2,false,
2020/generative/01_04/fractal001,out/2020/generative/01_04/fractal001/notes.md,scale,scale,1.2,[],none,low,,true,:2,true,
2020/generative/01_04/fractal001,out/2020/generative/01_04/fractal001/notes.md,center,center,"(0.2, 0.9)",[],none,low,,true,:2,true,
2020/generative/01_04/fractal001,out/2020/generative/01_04/fractal001/notes.md,max_iter,max iter,100,[],none,low,,true,:2,true,
2020/generative/01_04/fractal001,out/2020/generative/01_04/fractal001/notes.md,mix_distort,mix distort,0.01,[],none,low,,true,:2,true,
2020/generative/01_04/gatin,out/2020/generative/01_04/gatin/notes.md,gridMult,gridmult,22,[30],moderate,high,"multiplier on random grid count; higher = denser, finer diamonds (same checkerboard)",true,:2,false,
2020/generative/01_04/gatin,out/2020/generative/01_04/gatin/notes.md,detCol,detcol,random(0.001),"[""random(0.0004)""]",subtle,low,"noise detail of the colour field; lower = slightly larger, smoother colour regions",true,:2,false,
2020/generative/01_04/gatin,out/2020/generative/01_04/gatin/notes.md,noiseColorMult,noisecolormult,4,[16],moderate,high,"multiplier on noise term in palette index; higher = index wanders further across palette, red end (#BF0624) appears",true,:2,false,
2020/generative/01_04/gatin,out/2020/generative/01_04/gatin/notes.md,desCol,descol,(i+j)%2,"[""(i+j+1)%2""]",none,low,"no visible change: desCol is dead code — line 71 uses (i+j)%2 directly, not desCol",true,:2,false,
2020/generative/01_04/gatin,out/2020/generative/01_04/gatin/notes.md,dotSize,dotsize,0.1,[0.5],subtle,low,intersection ellipse size (fraction of cell); larger = prominent grid of cream ovals over the diamonds,true,:2,false,
2020/generative/01_04/girrol,out/2020/generative/01_04/girrol/notes.md,detailCount,detailcount,200000,[100000],moderate,high,"thinner, sparser stroke texture; dark blot becomes smaller and less dense",true,:2,false,
2020/generative/01_04/girrol,out/2020/generative/01_04/girrol/notes.md,detAmp,detamp,0.002,[0.004],large,high,higher-frequency amplitude noise: many smaller dark blots each ringed in yellow instead of a few large blots,true,:2,false,
2020/generative/01_04/girrol,out/2020/generative/01_04/girrol/notes.md,colors,colors,"[#25564F,#4D7AAC,#AAC1B9,#FCCD02,#100E14]","[""[#7A2E1D,#C25E1B,#E8B04B,#3A2418,#F2E3C6]""]",large,high,same composition in warm rust/orange/gold; blots read as dark brown with grey halos,true,:2,false,
2020/generative/01_04/girrol,out/2020/generative/01_04/girrol/notes.md,stampScale,stampscale,"random(16,24)*1.4","[""random(32,48)*1.4""]",moderate,high,"2x stamp size: looser, fluffier fibrous texture, larger softer blot edges",true,:2,false,
2020/generative/01_04/girrol,out/2020/generative/01_04/girrol/notes.md,underpaintCount,underpaintcount,100,[50],large,high,"mottled blue+gold ground nearly gone: smooth blue field dominates, yellow only in a band, blots barely visible",true,:2,false,
2020/generative/01_04/gradcity,out/2020/generative/01_04/gradcity/notes.md,centerCount,centercount,40,[80],large,high,"denser field, canvas fully covered, paler ground gone, finer shard texture",true,:2,false,
2020/generative/01_04/gradcity,out/2020/generative/01_04/gradcity/notes.md,subRange,subrange,8..40,"[""8..12""]",large,high,"coarser fans: fewer, wider wedges per centre, individual radial clusters more distinct",true,:2,false,
2020/generative/01_04/gradcity,out/2020/generative/01_04/gradcity/notes.md,amp,amp,0.4,[0.7],large,high,"larger wedges and gradients, bigger-scale overlap, fewer small sharp shards",true,:2,false,
2020/generative/01_04/gradcity,out/2020/generative/01_04/gradcity/notes.md,wedgeAlpha,wedgealpha,random(255),[60],large,high,"much lighter, pastel and washed-out; ground shows through everywhere",true,:2,false,
2020/generative/01_04/gradcity,out/2020/generative/01_04/gradcity/notes.md,palette,palette,cyan/magenta/yellow,"[""#354998/#D0302B/#F76684/#FCFAEF/#FDC400""]",large,high,same geometry in warm reds/oranges/gold with cream and indigo accents,true,:2,false,
2020/generative/01_04/gradd,out/2020/generative/01_04/gradd/notes.md,sub,sub,"random(4000,8000)*0.8*amp","[""random(1000,2000)*0.8*amp""]",large,high,"fewer segments: ribbons coarser and sparser, long threads read as distinct curves",true,:2,false,
2020/generative/01_04/gradd,out/2020/generative/01_04/gradd/notes.md,alp,alp,24,[8],large,high,"one-third alpha: pale pastel tangle, dark knot fades to mauve",true,:2,false,
2020/generative/01_04/gradd,out/2020/generative/01_04/gradd/notes.md,strokeWeight,strokeweight,1.2,[3.0],large,high,2.5x weight: white ground mostly covered by bold hatching,true,:2,false,
2020/generative/01_04/gradd,out/2020/generative/01_04/gradd/notes.md,colors,colors,"FE829C,000000,BB6633,3B382B,DF9BFB","[""072457,EFA300,CED1E2,D66953,28422E""]",moderate,high,"same geometry in navy, mustard, pale blue-grey, coral, dark green",true,:2,false,
2020/generative/01_04/gradd,out/2020/generative/01_04/gradd/notes.md,det,det,0.002,[0.008],moderate,high,4x noise scale re-orients arcs; bold black hatch fans appear (top right),true,:2,false,
2020/generative/01_04/gradd,out/2020/generative/01_04/gradd/notes.md,layers,layers,3,[6],moderate,high,"2x layers: same composition, denser; centre knot and violet mass intensify",true,:2,false,
2020/generative/01_04/grado,out/2020/generative/01_04/grado/notes.md,cc,cc,"random(3,8)",[20],moderate,high,"more clusters per cell; denser busier composition, bigger overlapping tangles and spiky feathery forms",true,:2,false,
2020/generative/01_04/grado,out/2020/generative/01_04/grado/notes.md,amp,amp,1.2,[0.4],moderate,high,fewer spiral turns; looser larger open sweeping loops instead of tight tangles,true,:2,false,
2020/generative/01_04/grado,out/2020/generative/01_04/grado/notes.md,sub,sub,0.6,[0.3],moderate,high,"half the arcs per cluster; sparser, individual rings and balls more distinct",true,:2,false,
2020/generative/01_04/grado,out/2020/generative/01_04/grado/notes.md,det,det,0.002,[0.01],moderate,high,"5x noise detail; finer more fragmented spiky arcs, elements look smaller and break apart",true,:2,false,
2020/generative/01_04/grado,out/2020/generative/01_04/grado/notes.md,oscAmp,oscamp,"random(5,16)",[0],moderate,high,removes radius oscillation; clusters become smoother denser filled disc-like balls with fewer wavy petals,true,:2,false,
2020/generative/01_04/grado,out/2020/generative/01_04/grado/notes.md,colors,colors,"{#FE829C,#000000,#BB6633,#3B382B,#DF9BFB}","[""{#A1A7F4,#EA77BA,#EA0071,#F70D04,#301156}""]",moderate,high,palette swapped to pink/red/violet; structure unchanged,true,:2,false,
2020/generative/01_04/grados,out/2020/generative/01_04/grados/notes.md,cc,cc,"int(random(3, 8)*5)","[15,35]",large,high,"more layers = denser, brighter fan of rays (also shifts the random stream, so composition changes)",true,:2,false,
2020/generative/01_04/grados,out/2020/generative/01_04/grados/notes.md,sca,sca,8,[16],moderate,high,arcs roughly double in size; big looping ribbons fill the frame,true,:2,false,
2020/generative/01_04/grados,out/2020/generative/01_04/grados/notes.md,alpha (26* in alp),alpha,26,[130],large,high,"much brighter, saturated lime/white; additive stacking blows out the core",true,:2,false,
2020/generative/01_04/grados,out/2020/generative/01_04/grados/notes.md,colors[],colors,"6x #060606, #90ff00, #ffffff","[""warm list: #FFB401 #072457 #EF4C02 #ADC7C8 #FE6567""]",large,high,same composition recoloured amber/orange/red with warm-white core,true,:2,false,
2020/generative/01_04/grados,out/2020/generative/01_04/grados/notes.md,blendMode,blendmode,ADD,"[""BLEND""]",subtle,low,"fan structure unchanged; white glow in the core lost, knot turns pale grey, slightly dimmer overall",true,:2,false,
2020/generative/01_04/grosores,out/2020/generative/01_04/grosores/notes.md,attempts,attempts,14000,[30000],moderate,high,"denser field: more coins, small coins fill the gaps between the big clusters",true,:2,false,
2020/generative/01_04/grosores,out/2020/generative/01_04/grosores/notes.md,detSize,detsize,random(0.02),"[""random(0.004)""]",large,high,"slower radius field: fewer very large coins, more even size spread, loose clusters dissolve",true,:2,false,
2020/generative/01_04/grosores,out/2020/generative/01_04/grosores/notes.md,detAmp,detamp,random(0.03),"[""random(0.012)""]",moderate,high,smoother amplitude modulation: same density but big coins regroup into different patches,true,:2,false,
2020/generative/01_04/grosores,out/2020/generative/01_04/grosores/notes.md,stackLayers,stacklayers,10,[20],moderate,high,"taller coins: double the visible disc layers, stronger tiered look, same layout",true,:2,false,
2020/generative/01_04/grosores,out/2020/generative/01_04/grosores/notes.md,dotsPerSpoke,dotsperspoke,40,[80],moderate,high,"denser, more saturated gold sunburst on each top face, same layout",true,:2,false,
2020/generative/01_04/gusi,out/2020/generative/01_04/gusi/notes.md,cc,cc,20000,[6000],moderate,high,"fewer burst strokes = sparser, more separated spines",true,:2,false,
2020/generative/01_04/gusi,out/2020/generative/01_04/gusi/notes.md,sep,sep,6,[4],moderate,high,"fewer divisions = larger cells, more/bigger filled squares",true,:2,false,
2020/generative/01_04/gusi,out/2020/generative/01_04/gusi/notes.md,colors,colors,"FF4507,4111AF,FF56B6","[""00C2A8,FFD60A,223072""]",large,high,"recolors background, cell fills and bursts (teal/yellow/navy)",true,:2,false,
2020/generative/01_04/gusi,out/2020/generative/01_04/gusi/notes.md,amp,amp,2.4,[5.0],moderate,high,longer stroke envelope = spines reach past cell edges,true,:2,false,
2020/generative/01_04/gusi,out/2020/generative/01_04/gusi/notes.md,da,da,0.2,[0.5],subtle,low,wider spiral drift; barely visible,true,:2,false,
2020/generative/01_04/humus,out/2020/generative/01_04/humus/notes.md,cc,cc,800000,[200000],moderate,high,"4x fewer points: sparse star-field, colours only faintly readable",false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/humus,out/2020/generative/01_04/humus/notes.md,detCol,detcol,random(0.01),[0.02],moderate,high,"higher noise scale: smaller, finer colour patches; large coherent regions break up into mottling",false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/humus,out/2020/generative/01_04/humus/notes.md,addProb,addprob,0.1,[0.5],subtle,low,no visible change (within the non-determinism rotation noise floor),false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/humus,out/2020/generative/01_04/humus/notes.md,strokeWeight,strokeweight,random(1.2),[2.4],large,high,"2x weight: brighter, denser, more saturated colour regions; disc reads as a solid wash",false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/humus,out/2020/generative/01_04/humus/notes.md,radius,radius,width*0.6,"[""width*0.4""]",moderate,high,"smaller disc; dark margin visible at the top, same colour layout inside",false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/humus,out/2020/generative/01_04/humus/notes.md,background,background,20,[255],large,high,white background: dots read as a dark dense disc on white; ADD points brighten towards white,false,:2,false,non-deterministic baseline; only large changes are reliable
2020/generative/01_04/lamida,out/2020/generative/01_04/lamida/notes.md,layers,layers,400,[120],moderate,high,"fewer arc layers: large flat fan sectors and more empty gaps, less additive glow",true,:2,false,
2020/generative/01_04/lamida,out/2020/generative/01_04/lamida/notes.md,alpScale,alpscale,0.22,[0.55],large,high,"higher alpha: much brighter, large blown-out white areas, center almost fully white under ADD",true,:2,false,
2020/generative/01_04/lamida,out/2020/generative/01_04/lamida/notes.md,strokeWeight,strokeweight,"random(1, random(1, 2))","random(3, random(3, 6))",large,high,"thicker strokes: spokes become chunky bars/ribbons, coarser texture",true,:2,false,
2020/generative/01_04/lamida,out/2020/generative/01_04/lamida/notes.md,r2Range,r2range,"width*random(0.2, 0.8)","width*random(0.3, 1.1)",moderate,high,"arcs extend further out toward canvas edges, darker empty corners",true,:2,false,
2020/generative/01_04/lamida,out/2020/generative/01_04/lamida/notes.md,twistAmp,twistamp,0.1,[0.4],subtle,low,no visible change at this magnitude; arcs look essentially the same,true,:2,false,
2020/generative/01_04/lana,out/2020/generative/01_04/lana/notes.md,ccc,ccc,1000000,[250000],subtle,low,"lower count = thinner fur, more flat checker showing through",true,:2,false,
2020/generative/01_04/lana,out/2020/generative/01_04/lana/notes.md,detAng,detang,"random(0.02)*random(0.2,1)","[""random(0.08)*random(0.2,1)""]",subtle,low,"higher frequency = smaller, tighter curls; overall look similar",true,:2,false,
2020/generative/01_04/lana,out/2020/generative/01_04/lana/notes.md,stroke_alpha,stroke alpha,random(255)*random(1),[255],moderate,high,full alpha darkens and muddies the quadrant: opaque strokes overpaint earlier bright ones,true,:2,false,
2020/generative/01_04/lana,out/2020/generative/01_04/lana/notes.md,add_blend_chance,add blend chance,0.1,[1],subtle,low,all-ADD slightly brighter; dark area gets faintly visible curl texture,true,:2,false,
2020/generative/01_04/lana,out/2020/generative/01_04/lana/notes.md,brush_aspect,brush aspect,"ww*random(0.1,0.3)","[""ww*random(0.5,1)""]",moderate,high,"short fat strokes = stubbly curly wool, checker reads more plaid-like",true,:2,false,
2020/generative/01_04/lana,out/2020/generative/01_04/lana/notes.md,brush_width,brush width,"random(4,12)","[""random(12,36)""]",moderate,high,"bigger strokes = softer, blurrier quadrant; larger faint curls in dark area",true,:2,false,
2020/generative/01_04/machitas,out/2020/generative/01_04/machitas/notes.md,count,count,2000,[6000],large,high,"denser, busier coverage; gaps fill in, strokes read finer",true,:2,false,
2020/generative/01_04/machitas,out/2020/generative/01_04/machitas/notes.md,detAng,detang,random(0.0001),"[""random(0.001)""]",moderate,high,"coarser angle noise: strokes thinner, direction varies more locally, less smooth diagonal flow, more black showing",true,:2,false,
2020/generative/01_04/machitas,out/2020/generative/01_04/machitas/notes.md,detCol,detcol,random(0.001),"[""random(0.005)""]",moderate,high,colour noise at coarser scale: hues form larger distinct patches instead of a smooth drift,true,:2,false,
2020/generative/01_04/machitas,out/2020/generative/01_04/machitas/notes.md,scale,scale,16,[6],large,high,"smaller stamps: strokes overlap more into a pale, soft, near-uniform lavender field",true,:2,false,
2020/generative/01_04/machitas,out/2020/generative/01_04/machitas/notes.md,angleGain,anglegain,TAU*10,"[""TAU*30""]",moderate,high,"rotation wraps many more times: aligned fur flow breaks up into a dark, sparse, multi-directional streaky texture",true,:2,false,
2020/generative/01_04/machitas,out/2020/generative/01_04/machitas/notes.md,palette,palette,purple/lilac/rose/teal,"[""blue/red/rose/cream""]",moderate,high,"same flow, warm blue-rose-cream tones replacing the purple-teal scheme",true,:2,false,
2020/generative/01_04/mmmta,out/2020/generative/01_04/mmmta/notes.md,iterations,iterations,40,"[15,80]",subtle,low,"15 = fewer, larger, rounder blobs, slivers almost gone; 80 = more, smaller, sharper shards",true,:2,false,
2020/generative/01_04/mmmta,out/2020/generative/01_04/mmmta/notes.md,alpha,alpha,220,[80],subtle,low,layout unchanged; all fills faded/washed out,true,:2,false,
2020/generative/01_04/mmmta,out/2020/generative/01_04/mmmta/notes.md,vertexProb,vertexprob,0.1,[0.4],none,low,no visible change per diff; shapes read slightly smoother and more circular,true,:2,false,
2020/generative/01_04/mmmta,out/2020/generative/01_04/mmmta/notes.md,fillFactor,fillfactor,0.8,[1.2],subtle,low,shapes grow past their cells; big shapes now overlap neighbours,true,:2,false,
2020/generative/01_04/mmmta,out/2020/generative/01_04/mmmta/notes.md,palette,palette,"{#F78316,#FAFFA5,#679BEA,#D2D3E0,#FFFFFF}","[""{#163099,#E02311,#F783C4,#FCFAEF,#FCB346}""]",subtle,low,warm brown/pink/orange/cream replaces the pastel blue/lavender,true,:2,false,
2020/generative/01_04/monta,out/2020/generative/01_04/monta/notes.md,mountains,mountains,20,[35],moderate,high,"more, thinner layers; flatter gentler ridges, paler/hazier overall, tan ground shows through",true,:2,true,
2020/generative/01_04/monta,out/2020/generative/01_04/monta/notes.md,detH,deth,"random(0.0012,0.002)*0.8","[""random(0.003,0.005)*0.8""]",moderate,high,higher-frequency ridge noise; much spikier jagged alpine peaks,true,:2,true,
2020/generative/01_04/monta,out/2020/generative/01_04/monta/notes.md,cc_mult,cc mult,0.8,[2.0],moderate,high,"denser stipple points inside canopies; deeper, more saturated texture, same tree shapes",true,:2,true,
2020/generative/01_04/monta,out/2020/generative/01_04/monta/notes.md,detSiz,detsiz,random(0.01),"[""random(0.03)""]",moderate,high,"more size variation; larger, clumpier tree canopies",true,:2,true,
2020/generative/01_04/monta,out/2020/generative/01_04/monta/notes.md,zone_exponent,zone exponent,8,[2],moderate,high,"weaker clearing mask; gaps fill with trees, fewer clearings (most subtle of the set)",true,:2,true,
2020/generative/01_04/monta,out/2020/generative/01_04/monta/notes.md,amp,amp,height*0.9,"[""height*0.5""]",moderate,high,ridges compressed into the top half; large empty dark area at the bottom,true,:2,true,
2020/generative/01_04/monta,out/2020/generative/01_04/monta/notes.md,stippleCanopy,stipplecanopy,,,,unscored,,true,:2,true,
